unit,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL
207,121,10.0045,0.25,100.0,489.05,604.39,1486.11,1296.71,10.52,15.49,395.89,2318.88,8783.42,1.26,45.17,373.14,2388.07,8137.49,8.582,0.03,369,2319,100.0,28.86,17.2447,258
207,122,9.9993,0.25,100.0,489.05,604.33,1491.95,1298.66,10.52,15.49,396.5,2318.82,8778.1,1.26,45.06,373.88,2388.13,8139.55,8.5854,0.03,368,2319,100.0,29.0,17.2477,257
207,123,42.0004,0.8418,100.0,445.0,549.29,1347.85,1123.74,3.91,5.71,139.21,2211.94,8325.1,1.03,41.71,131.33,2388.09,8087.49,9.313,0.02,330,2212,100.0,10.66,6.418,256
207,124,10.0066,0.2512,100.0,489.05,604.04,1504.61,1300.66,10.52,15.49,395.21,2318.88,8778.1,1.26,45.14,373.17,2388.05,8133.32,8.6013,0.03,369,2319,100.0,28.86,17.3428,255
207,125,35.0058,0.84,100.0,449.44,555.5,1354.5,1122.8,5.48,8.0,195.3,2223.01,8350.3,1.03,41.79,184.11,2388.07,8071.1,9.2491,0.02,334,2223,100.0,14.98,8.8477,254
207,126,0.0023,0.0006,100.0,518.67,642.44,1579.26,1397.74,14.62,21.61,555.63,2388.08,9058.27,1.3,47.2,523.47,2388.05,8147.95,8.4073,0.03,392,2388,100.0,39.2,23.4702,253
207,127,42.0026,0.8406,100.0,445.0,548.61,1345.63,1119.9,3.91,5.71,139.48,2211.97,8324.27,1.02,42.11,130.73,2388.06,8091.36,9.3169,0.02,330,2212,100.0,10.68,6.4156,252
207,128,10.0079,0.2501,100.0,489.05,604.17,1499.96,1294.45,10.52,15.49,395.92,2318.87,8784.1,1.26,45.1,373.06,2388.08,8132.99,8.6176,0.03,368,2319,100.0,28.73,17.2761,251
207,129,25.007,0.62,60.0,462.54,536.06,1263.32,1039.57,7.05,9.02,175.93,1915.42,8010.37,0.94,36.72,165.58,2028.3,7874.7,10.83,0.02,307,1915,84.93,14.53,8.6149,250
207,130,20.0011,0.7011,100.0,491.19,606.94,1490.24,1245.03,9.35,13.65,335.84,2323.97,8731.6,1.08,44.12,315.99,2388.1,8066.84,9.1541,0.02,364,2324,100.0,24.6,14.7629,249
207,131,0.0005,0.0,100.0,518.67,642.31,1590.26,1395.49,14.62,21.6,555.78,2388.04,9057.02,1.3,47.19,524.17,2388.1,8131.98,8.3437,0.03,391,2388,100.0,39.15,23.4516,248
207,132,25.0063,0.62,60.0,462.54,536.45,1260.2,1046.81,7.05,9.02,176.64,1915.4,8007.38,0.94,36.56,165.26,2028.26,7869.49,10.7931,0.02,305,1915,84.93,14.36,8.5759,247
207,133,34.9989,0.842,100.0,449.44,555.68,1360.98,1126.19,5.48,8.0,195.51,2223.02,8352.39,1.03,41.6,184.0,2388.07,8070.52,9.2469,0.02,331,2223,100.0,14.99,8.8805,246
207,134,25.0041,0.62,60.0,462.54,536.61,1259.4,1045.48,7.05,9.02,176.69,1915.42,8015.01,0.94,36.58,165.14,2028.28,7876.16,10.8275,0.02,307,1915,84.93,14.31,8.5624,245
207,135,42.0002,0.8412,100.0,445.0,549.33,1351.67,1116.04,3.91,5.71,139.16,2212.01,8323.46,1.03,41.76,130.98,2388.05,8094.97,9.2719,0.02,330,2212,100.0,10.7,6.3847,244
207,136,19.9996,0.7,100.0,491.19,606.56,1483.1,1239.95,9.35,13.65,337.27,2323.99,8725.69,1.08,44.2,317.02,2388.15,8067.2,9.1189,0.02,364,2324,100.0,24.73,14.726,243
207,137,25.0009,0.6213,60.0,462.54,536.56,1253.95,1036.54,7.05,9.02,177.03,1915.44,8009.15,0.94,36.48,165.28,2028.34,7879.83,10.8351,0.02,306,1915,84.93,14.51,8.6495,242
207,138,41.9998,0.8416,100.0,445.0,549.21,1346.0,1129.13,3.91,5.71,139.19,2212.0,8325.48,1.02,41.76,130.85,2388.08,8092.84,9.2636,0.02,331,2212,100.0,10.56,6.4437,241
207,139,42.0065,0.8403,100.0,445.0,549.44,1353.09,1121.3,3.91,5.71,139.75,2212.02,8318.97,1.03,41.8,131.27,2388.04,8085.58,9.2786,0.02,331,2212,100.0,10.74,6.3664,240
207,140,25.0057,0.6219,60.0,462.54,536.44,1262.36,1041.04,7.05,9.02,175.48,1915.41,8013.38,0.94,36.5,165.6,2028.3,7880.58,10.8178,0.02,307,1915,84.93,14.42,8.6682,239
207,141,42.0066,0.8409,100.0,445.0,549.88,1353.26,1121.44,3.91,5.71,139.44,2211.99,8323.85,1.03,41.95,131.29,2388.09,8094.85,9.2818,0.02,329,2212,100.0,10.76,6.3066,238
207,142,19.9988,0.7,100.0,491.19,606.93,1483.34,1243.46,9.35,13.65,336.92,2324.02,8731.63,1.08,44.21,317.18,2388.15,8061.35,9.1585,0.02,365,2324,100.0,24.66,14.8185,237
207,143,34.9988,0.8413,100.0,449.44,555.14,1369.15,1124.07,5.48,8.0,195.34,2223.0,8356.96,1.03,41.72,183.91,2388.02,8067.37,9.2232,0.02,332,2223,100.0,14.97,8.9587,236
207,144,20.0062,0.7,100.0,491.19,606.99,1477.9,1245.75,9.35,13.65,335.52,2323.94,8725.02,1.08,44.37,316.33,2388.14,8062.71,9.1713,0.02,364,2324,100.0,24.57,14.8413,235
207,145,10.0043,0.25,100.0,489.05,604.67,1504.29,1301.7,10.52,15.49,396.98,2318.87,8776.69,1.26,45.11,372.83,2388.09,8136.73,8.5954,0.03,367,2319,100.0,28.73,17.2802,234
207,146,42.0032,0.84,100.0,445.0,549.8,1345.18,1122.33,3.91,5.72,139.75,2211.99,8320.51,1.03,41.92,131.29,2388.08,8091.37,9.2858,0.02,330,2212,100.0,10.88,6.4122,233
207,147,10.0078,0.2511,100.0,489.05,604.46,1504.85,1303.93,10.52,15.49,396.46,2318.9,8788.47,1.26,44.95,373.64,2388.07,8137.42,8.5895,0.03,369,2319,100.0,28.49,17.3277,232
207,148,42.0044,0.84,100.0,445.0,548.33,1345.55,1118.17,3.91,5.71,139.04,2211.94,8314.04,1.02,41.94,130.99,2388.08,8085.86,9.3072,0.02,329,2212,100.0,10.75,6.4422,231
207,149,35.0078,0.8406,100.0,449.44,555.22,1362.29,1119.99,5.48,8.0,194.77,2222.99,8351.84,1.03,41.66,183.93,2388.11,8069.43,9.2588,0.02,334,2223,100.0,14.9,9.0537,230
207,150,42.0042,0.8404,100.0,445.0,549.04,1343.46,1116.54,3.91,5.71,139.11,2211.97,8328.38,1.02,41.89,131.11,2388.1,8088.55,9.3142,0.02,329,2212,100.0,10.49,6.3659,229
207,151,42.0034,0.8406,100.0,445.0,549.77,1347.96,1120.67,3.91,5.71,139.53,2212.02,8319.35,1.03,41.83,131.04,2388.08,8095.46,9.3062,0.02,330,2212,100.0,10.56,6.3738,228
207,152,10.0053,0.2506,100.0,489.05,604.55,1500.34,1306.78,10.52,15.49,396.15,2318.95,8788.01,1.26,45.35,373.78,2388.14,8134.73,8.6061,0.03,368,2319,100.0,28.89,17.2706,227
207,153,20.0066,0.7,100.0,491.19,607.19,1481.02,1244.05,9.35,13.65,336.53,2323.99,8729.9,1.08,44.14,316.71,2388.14,8069.2,9.1616,0.02,363,2324,100.0,24.64,14.8076,226
207,154,25.0013,0.62,60.0,462.54,536.8,1256.81,1041.95,7.05,9.02,177.04,1915.41,8011.72,0.94,36.5,165.46,2028.27,7878.9,10.8156,0.02,306,1915,84.93,14.32,8.5246,225
207,155,34.9988,0.84,100.0,449.44,555.06,1359.29,1121.5,5.48,8.0,195.25,2222.99,8357.87,1.03,41.8,183.85,2388.09,8072.29,9.2618,0.02,333,2223,100.0,15.09,8.9745,224
207,156,10.0078,0.2514,100.0,489.05,604.16,1495.91,1309.01,10.52,15.49,396.64,2318.86,8783.03,1.26,45.41,373.21,2388.15,8138.13,8.5819,0.03,368,2319,100.0,28.69,17.2297,223
207,157,9.9988,0.2508,100.0,489.05,604.18,1491.0,1302.05,10.52,15.49,396.63,2318.91,8786.77,1.26,45.14,373.32,2388.09,8135.85,8.5672,0.03,369,2319,100.0,28.85,17.2584,222
207,158,20.0076,0.7,100.0,491.19,607.14,1480.38,1243.44,9.35,13.65,336.15,2323.97,8729.08,1.08,44.41,316.48,2388.12,8060.67,9.1164,0.02,364,2324,100.0,24.46,14.7165,221
207,159,19.9994,0.7011,100.0,491.19,606.65,1479.28,1238.78,9.35,13.65,336.05,2324.03,8732.58,1.08,44.17,316.59,2388.15,8068.41,9.1398,0.02,366,2324,100.0,24.77,14.7418,220
207,160,42.0078,0.84,100.0,445.0,549.19,1349.43,1115.23,3.91,5.71,139.29,2211.95,8324.4,1.02,42.01,131.01,2388.05,8085.26,9.2804,0.02,328,2212,100.0,10.68,6.4083,219
207,161,35.0014,0.84,100.0,449.44,555.44,1366.0,1121.05,5.48,8.0,195.65,2223.0,8346.36,1.03,41.75,183.93,2388.12,8078.89,9.2387,0.02,334,2223,100.0,14.97,8.9823,218
207,162,20.006,0.7,100.0,491.19,606.86,1477.86,1245.68,9.35,13.65,335.93,2324.01,8726.87,1.08,44.24,315.98,2388.18,8063.78,9.1773,0.02,364,2324,100.0,24.74,14.8811,217
207,163,0.0027,0.002,100.0,518.67,641.83,1584.16,1397.61,14.62,21.61,556.27,2388.06,9065.81,1.3,47.16,524.31,2388.04,8143.51,8.3485,0.03,391,2388,100.0,39.12,23.5239,216
207,164,42.0071,0.8419,100.0,445.0,548.58,1341.02,1118.08,3.91,5.71,139.65,2212.0,8319.45,1.03,41.78,131.28,2388.09,8090.24,9.279,0.02,331,2212,100.0,10.79,6.3713,215
207,165,0.0024,0.0,100.0,518.67,642.25,1584.94,1395.32,14.62,21.61,557.17,2388.1,9058.7,1.3,47.13,524.29,2388.09,8140.98,8.3625,0.03,393,2388,100.0,39.33,23.4924,214
207,166,0.0023,0.0,100.0,518.67,642.47,1586.65,1391.93,14.62,21.61,557.06,2388.06,9054.31,1.3,47.25,524.01,2387.99,8148.43,8.3797,0.03,391,2388,100.0,39.09,23.5164,213
207,167,0.0004,0.0,100.0,518.67,641.94,1588.13,1401.36,14.62,21.61,556.72,2388.1,9067.66,1.3,47.18,524.08,2388.04,8143.21,8.3358,0.03,391,2388,100.0,39.1,23.448,212
207,168,35.0042,0.8403,100.0,449.44,555.49,1355.47,1127.21,5.48,8.0,195.24,2223.02,8357.99,1.03,41.89,183.8,2388.12,8079.66,9.2462,0.02,331,2223,100.0,15.05,9.0298,211
207,169,25.0059,0.621,60.0,462.54,536.64,1250.23,1038.91,7.05,9.02,177.07,1915.38,8010.8,0.94,36.3,165.25,2028.27,7874.0,10.818,0.02,306,1915,84.93,14.26,8.6563,210
207,170,25.0006,0.62,60.0,462.54,537.11,1260.59,1046.82,7.05,9.02,176.05,1915.42,8014.9,0.94,36.63,165.44,2028.32,7877.81,10.8313,0.02,306,1915,84.93,14.29,8.6675,209
207,171,0.0016,0.0,100.0,518.67,641.97,1582.68,1400.27,14.62,21.6,556.59,2388.05,9055.4,1.3,47.15,524.11,2388.02,8141.64,8.36,0.03,391,2388,100.0,39.12,23.4546,208
207,172,25.004,0.62,60.0,462.54,536.17,1257.75,1047.24,7.05,9.02,176.1,1915.37,8008.99,0.94,36.59,164.74,2028.3,7874.76,10.814,0.02,306,1915,84.93,14.42,8.6876,207
207,173,10.0032,0.2511,100.0,489.05,604.22,1501.79,1303.18,10.52,15.49,397.04,2318.89,8787.03,1.26,45.3,373.95,2388.14,8135.25,8.5934,0.03,370,2319,100.0,28.64,17.1845,206
207,174,42.0058,0.84,100.0,445.0,549.16,1349.36,1115.32,3.91,5.71,139.69,2211.95,8316.58,1.02,41.94,131.39,2388.06,8089.3,9.3012,0.02,331,2212,100.0,10.8,6.4164,205
207,175,42.0061,0.8402,100.0,445.0,548.65,1350.96,1125.73,3.91,5.71,139.25,2211.99,8322.39,1.03,41.86,131.31,2388.1,8090.93,9.2888,0.02,329,2212,100.0,10.59,6.3334,204
207,176,10.0074,0.2501,100.0,489.05,604.38,1492.67,1295.23,10.52,15.49,395.91,2318.9,8782.52,1.26,45.2,373.71,2388.04,8136.22,8.6116,0.03,368,2319,100.0,28.86,17.2532,203
207,177,42.0063,0.8419,100.0,445.0,549.42,1350.46,1119.92,3.91,5.71,139.21,2211.99,8321.82,1.03,41.79,130.82,2388.08,8089.13,9.2866,0.02,329,2212,100.0,10.56,6.3667,202
207,178,41.9993,0.84,100.0,445.0,549.26,1351.7,1119.5,3.91,5.71,139.29,2212.01,8325.23,1.03,41.91,131.68,2388.08,8091.86,9.2652,0.02,329,2212,100.0,10.64,6.4408,201
207,179,42.0044,0.842,100.0,445.0,549.59,1348.78,1120.73,3.91,5.71,139.73,2211.96,8334.33,1.03,41.95,131.44,2388.02,8095.0,9.3551,0.02,330,2212,100.0,10.69,6.476,200
207,180,0.0004,0.0013,100.0,518.67,642.92,1589.85,1397.88,14.62,21.61,556.04,2387.99,9059.27,1.3,47.33,524.35,2388.05,8141.08,8.3597,0.03,392,2388,100.0,39.24,23.4698,199
207,181,34.9988,0.8401,100.0,449.44,555.56,1359.02,1123.42,5.48,8.0,195.89,2223.02,8346.55,1.03,41.82,184.46,2388.14,8071.39,9.2391,0.02,334,2223,100.0,14.97,8.9955,198
207,182,42.0055,0.84,100.0,445.0,549.59,1350.93,1124.13,3.91,5.71,140.57,2212.0,8324.49,1.03,41.93,131.51,2388.07,8092.65,9.2891,0.02,330,2212,100.0,10.75,6.494,197
207,183,42.0056,0.8412,100.0,445.0,549.18,1347.44,1121.4,3.91,5.71,139.69,2211.96,8325.39,1.03,41.83,131.18,2388.09,8088.98,9.2886,0.02,331,2212,100.0,10.77,6.3067,196
207,184,10.0029,0.2506,100.0,489.05,604.13,1497.71,1302.46,10.52,15.49,397.22,2318.91,8798.4,1.26,45.18,373.23,2388.1,8142.05,8.5976,0.03,369,2319,100.0,28.62,17.1858,195
207,185,10.0025,0.25,100.0,489.05,604.36,1498.83,1299.0,10.52,15.49,396.23,2318.95,8775.8,1.26,45.27,372.98,2388.12,8133.71,8.5573,0.03,368,2319,100.0,28.59,17.2985,194
207,186,42.0066,0.84,100.0,445.0,548.88,1347.81,1120.49,3.91,5.71,139.8,2212.03,8327.35,1.03,41.9,130.77,2388.12,8091.54,9.2959,0.02,329,2212,100.0,10.64,6.3146,193
207,187,20.0015,0.7001,100.0,491.19,607.22,1475.18,1242.32,9.35,13.65,336.21,2324.0,8732.96,1.08,44.08,316.83,2388.12,8064.06,9.1138,0.02,365,2324,100.0,24.81,14.7852,192
207,188,25.0052,0.6218,60.0,462.54,536.47,1257.95,1040.79,7.05,9.02,175.86,1915.42,8014.46,0.94,36.62,165.35,2028.32,7876.6,10.8276,0.02,307,1915,84.93,14.32,8.6124,191
207,189,25.0015,0.621,60.0,462.54,536.81,1252.68,1040.65,7.05,9.02,176.59,1915.43,8014.64,0.94,36.54,165.6,2028.27,7879.4,10.7844,0.02,308,1915,84.93,14.46,8.6909,190
207,190,42.0066,0.84,100.0,445.0,549.35,1351.03,1116.16,3.91,5.71,139.62,2212.02,8321.74,1.03,41.94,132.08,2388.08,8090.72,9.2587,0.02,330,2212,100.0,10.7,6.3781,189
207,191,35.0035,0.84,100.0,449.44,555.71,1365.18,1122.49,5.48,8.0,195.21,2222.97,8349.0,1.03,41.79,184.07,2388.1,8072.47,9.2798,0.02,334,2223,100.0,15.04,8.9259,188
207,192,41.9981,0.8402,100.0,445.0,549.35,1351.62,1114.52,3.91,5.71,138.9,2212.0,8329.97,1.03,42.02,131.28,2388.08,8092.32,9.2911,0.02,330,2212,100.0,10.7,6.4269,187
207,193,9.9987,0.25,100.0,489.05,604.74,1501.98,1297.6,10.52,15.49,396.5,2318.88,8780.24,1.26,45.17,373.25,2388.07,8135.52,8.5917,0.03,369,2319,100.0,28.66,17.3047,186
207,194,41.9982,0.84,100.0,445.0,548.99,1345.1,1127.73,3.91,5.71,138.79,2211.99,8319.58,1.03,41.98,131.36,2388.05,8089.81,9.2783,0.02,329,2212,100.0,10.84,6.4291,185
207,195,20.0019,0.7,100.0,491.19,607.08,1479.55,1243.95,9.35,13.65,336.17,2324.04,8735.63,1.08,44.2,316.63,2388.13,8064.83,9.1407,0.02,363,2324,100.0,24.81,14.7894,184
207,196,35.0053,0.84,100.0,449.44,555.32,1360.07,1124.25,5.48,8.0,195.6,2223.05,8354.46,1.03,41.92,184.05,2388.14,8075.67,9.2338,0.02,333,2223,100.0,15.03,8.9937,183
207,197,42.0016,0.84,100.0,445.0,549.6,1349.91,1123.78,3.91,5.71,139.5,2212.02,8330.88,1.03,41.83,131.34,2388.08,8091.2,9.2898,0.02,329,2212,100.0,10.75,6.341,182
207,198,0.003,0.0007,100.0,518.67,642.61,1583.74,1398.67,14.62,21.6,556.77,2388.08,9066.21,1.3,47.26,525.04,2388.04,8141.02,8.4285,0.03,391,2388,100.0,39.21,23.545,181
207,199,20.0073,0.7005,100.0,491.19,607.2,1479.83,1242.9,9.35,13.65,337.04,2324.03,8725.48,1.08,44.46,317.27,2388.15,8071.46,9.1754,0.02,364,2324,100.0,24.74,14.7913,180
207,200,20.0033,0.7017,100.0,491.19,607.62,1481.4,1236.52,9.35,13.65,336.87,2324.02,8725.53,1.08,44.18,316.66,2388.12,8067.24,9.1175,0.02,366,2324,100.0,24.63,14.7699,179
207,201,25.0018,0.6209,60.0,462.54,536.78,1258.23,1040.91,7.05,9.02,175.63,1915.36,8013.43,0.94,36.62,165.62,2028.24,7878.76,10.8187,0.02,305,1915,84.93,14.34,8.5783,178
207,202,0.0018,0.0003,100.0,518.67,642.19,1584.93,1401.7,14.62,21.61,556.71,2388.05,9062.49,1.3,47.38,524.94,2388.12,8140.23,8.3431,0.03,392,2388,100.0,39.18,23.5171,177
207,203,42.0063,0.8408,100.0,445.0,548.79,1353.73,1121.52,3.91,5.71,139.7,2211.99,8329.05,1.03,41.96,131.26,2388.16,8090.69,9.2907,0.02,330,2212,100.0,10.64,6.4336,176
207,204,42.0008,0.84,100.0,445.0,549.1,1353.76,1127.74,3.91,5.71,139.22,2212.03,8323.99,1.03,41.9,131.37,2388.11,8093.96,9.3101,0.02,331,2212,100.0,10.62,6.3568,175
207,205,10.0049,0.25,100.0,489.05,604.29,1500.55,1303.0,10.52,15.49,396.34,2318.93,8790.86,1.26,45.25,373.66,2388.19,8133.77,8.5808,0.03,370,2319,100.0,28.83,17.2316,174
207,206,24.9993,0.62,60.0,462.54,536.47,1257.96,1047.06,7.05,9.02,176.5,1915.4,8020.45,0.94,36.55,165.64,2028.35,7882.64,10.8348,0.02,306,1915,84.93,14.57,8.665,173
207,207,9.9991,0.2517,100.0,489.05,604.4,1491.76,1298.41,10.52,15.49,396.8,2318.94,8788.54,1.26,45.23,373.46,2388.12,8137.07,8.6116,0.03,367,2319,100.0,28.83,17.3117,172
207,208,42.0041,0.8407,100.0,445.0,549.49,1355.23,1126.83,3.91,5.71,139.45,2212.01,8328.55,1.03,41.96,131.24,2388.08,8087.7,9.2739,0.02,330,2212,100.0,10.72,6.3418,171
207,209,42.0004,0.8416,100.0,445.0,549.28,1342.24,1121.21,3.91,5.71,139.31,2211.97,8327.48,1.03,42.1,131.05,2388.13,8098.89,9.2711,0.02,330,2212,100.0,10.69,6.4232,170
207,210,25.0078,0.6209,60.0,462.54,536.47,1252.7,1049.4,7.05,9.02,176.15,1915.4,8016.09,0.94,36.42,165.52,2028.3,7878.71,10.8297,0.02,306,1915,84.93,14.64,8.6081,169
207,211,42.0073,0.84,100.0,445.0,549.36,1350.24,1122.75,3.91,5.71,139.11,2211.99,8321.27,1.03,41.93,131.98,2388.09,8085.84,9.3133,0.02,330,2212,100.0,10.84,6.3589,168
207,212,10.004,0.25,100.0,489.05,604.42,1490.89,1301.35,10.52,15.49,397.09,2318.95,8790.73,1.26,45.22,374.29,2388.15,8143.48,8.6014,0.03,368,2319,100.0,28.98,17.2229,167
207,213,20.0055,0.7,100.0,491.19,607.51,1480.76,1245.6,9.35,13.65,337.53,2324.0,8734.38,1.08,44.33,316.75,2388.14,8066.91,9.1301,0.02,364,2324,100.0,24.52,14.7546,166
207,214,25.0055,0.62,60.0,462.54,536.59,1264.52,1037.98,7.05,9.02,176.45,1915.46,8015.99,0.94,36.69,165.9,2028.32,7877.46,10.8178,0.02,306,1915,84.93,14.32,8.7495,165
207,215,42.0015,0.8419,100.0,445.0,549.28,1354.07,1126.25,3.91,5.71,139.46,2212.01,8327.22,1.03,41.9,131.64,2388.13,8093.52,9.3015,0.02,330,2212,100.0,10.68,6.4362,164
207,216,25.0077,0.62,60.0,462.54,535.94,1260.8,1042.6,7.05,9.02,176.66,1915.46,8016.76,0.94,36.56,165.4,2028.29,7877.71,10.8132,0.02,307,1915,84.93,14.53,8.6229,163
207,217,42.0028,0.8415,100.0,445.0,549.27,1350.96,1122.49,3.91,5.71,139.76,2212.02,8334.24,1.03,41.94,131.44,2388.13,8093.44,9.2818,0.02,329,2212,100.0,10.58,6.3512,162
207,218,0.0024,0.001,100.0,518.67,642.44,1589.36,1399.71,14.62,21.61,557.52,2388.07,9063.47,1.3,47.17,524.47,2388.09,8143.31,8.3832,0.03,392,2388,100.0,39.21,23.4283,161
207,219,35.0063,0.84,100.0,449.44,555.39,1361.13,1131.36,5.48,8.0,195.47,2223.08,8357.07,1.03,41.8,184.57,2388.13,8076.33,9.2372,0.02,334,2223,100.0,14.97,9.0769,160
207,220,9.9991,0.25,100.0,489.05,604.28,1494.45,1301.64,10.52,15.49,397.37,2318.97,8781.34,1.26,45.24,373.72,2388.16,8136.8,8.5736,0.03,370,2319,100.0,28.83,17.2727,159
207,221,25.008,0.621,60.0,462.54,536.94,1255.48,1035.5,7.05,9.02,176.84,1915.4,8012.84,0.94,36.51,165.36,2028.36,7878.54,10.8224,0.02,305,1915,84.93,14.33,8.6592,158
207,222,10.0043,0.25,100.0,489.05,604.5,1503.57,1307.33,10.52,15.49,396.89,2318.97,8789.04,1.26,45.45,374.4,2388.19,8135.97,8.5636,0.03,369,2319,100.0,28.78,17.332,157
207,223,25.0058,0.6208,60.0,462.54,536.57,1253.83,1041.97,7.05,9.02,176.23,1915.47,8016.21,0.94,36.7,165.88,2028.36,7876.77,10.8384,0.02,305,1915,84.93,14.49,8.6702,156
207,224,42.0062,0.84,100.0,445.0,549.52,1350.04,1119.65,3.91,5.71,139.36,2212.0,8323.51,1.03,41.8,131.55,2388.08,8092.94,9.2691,0.02,329,2212,100.0,10.84,6.5044,155
207,225,35.0055,0.84,100.0,449.44,555.5,1359.18,1122.36,5.48,8.0,195.13,2223.05,8350.39,1.03,41.76,183.83,2388.18,8081.21,9.2264,0.02,334,2223,100.0,14.94,8.9904,154
207,226,42.0007,0.8403,100.0,445.0,549.0,1347.51,1120.33,3.91,5.72,140.83,2212.01,8324.83,1.03,41.9,131.75,2388.09,8099.43,9.2597,0.02,331,2212,100.0,10.88,6.474,153
207,227,41.9989,0.84,100.0,445.0,549.09,1349.23,1120.25,3.91,5.71,139.99,2212.02,8329.43,1.03,41.79,131.85,2388.07,8091.02,9.2588,0.02,330,2212,100.0,10.72,6.4591,152
207,228,24.9981,0.62,60.0,462.54,536.73,1258.26,1037.86,7.05,9.02,176.34,1915.43,8020.22,0.94,36.6,165.48,2028.35,7880.75,10.7809,0.02,308,1915,84.93,14.33,8.6138,151
207,229,10.0054,0.25,100.0,489.05,604.45,1502.4,1296.84,10.52,15.49,398.36,2319.02,8792.96,1.26,45.39,374.34,2388.14,8145.77,8.5664,0.03,369,2319,100.0,28.92,17.2722,150
207,230,25.0031,0.6212,60.0,462.54,536.83,1250.43,1039.32,7.05,9.02,175.86,1915.42,8017.28,0.94,36.53,165.24,2028.3,7878.74,10.7904,0.02,306,1915,84.93,14.5,8.6541,149
207,231,42.0024,0.8414,100.0,445.0,549.43,1346.37,1125.99,3.91,5.71,138.87,2211.95,8329.24,1.03,41.75,132.11,2388.1,8097.26,9.2492,0.02,330,2212,100.0,11.01,6.5035,148
207,232,20.0003,0.7,100.0,491.19,607.44,1480.66,1243.42,9.35,13.65,337.94,2323.95,8725.63,1.08,44.28,317.06,2388.2,8065.97,9.1248,0.02,364,2324,100.0,24.94,14.8373,147
207,233,9.999,0.2504,100.0,489.05,604.67,1500.92,1300.07,10.52,15.49,397.56,2318.98,8789.66,1.26,45.32,374.4,2388.23,8143.39,8.553,0.03,369,2319,100.0,28.81,17.2324,146
207,234,20.0061,0.7006,100.0,491.19,607.28,1479.15,1251.61,9.35,13.65,337.61,2324.11,8731.1,1.08,44.27,317.11,2388.17,8071.31,9.1284,0.02,366,2324,100.0,24.82,14.7201,145
207,235,19.9981,0.7,100.0,491.19,606.35,1481.73,1243.5,9.35,13.65,337.74,2324.11,8736.43,1.08,44.52,317.63,2388.2,8065.41,9.1613,0.02,364,2324,100.0,24.69,14.7747,144
207,236,42.0,0.84,100.0,445.0,549.7,1359.99,1118.68,3.91,5.71,140.14,2212.03,8329.24,1.03,41.91,132.03,2388.11,8094.78,9.2962,0.02,330,2212,100.0,10.7,6.4168,143
207,237,41.9989,0.8402,100.0,445.0,549.31,1350.15,1122.61,3.91,5.71,139.23,2211.97,8332.49,1.03,41.87,132.23,2388.15,8092.1,9.3058,0.02,331,2212,100.0,10.61,6.4305,142
207,238,9.9991,0.25,100.0,489.05,604.78,1491.83,1305.92,10.52,15.49,398.14,2318.97,8792.38,1.26,45.34,374.9,2388.24,8147.39,8.5726,0.03,369,2319,100.0,28.93,17.2526,141
207,239,41.9993,0.84,100.0,445.0,549.02,1346.28,1127.5,3.91,5.71,139.83,2212.02,8333.99,1.03,41.91,131.62,2388.13,8100.26,9.2857,0.02,330,2212,100.0,10.76,6.4688,140
207,240,42.0034,0.84,100.0,445.0,550.09,1352.09,1120.34,3.91,5.71,140.15,2212.03,8336.36,1.03,41.99,131.69,2388.13,8098.22,9.2829,0.02,331,2212,100.0,10.6,6.3606,139
207,241,0.002,0.0,100.0,518.67,642.9,1588.07,1399.0,14.62,21.6,558.59,2388.12,9064.96,1.3,47.37,525.78,2388.1,8152.15,8.355,0.03,391,2388,100.0,39.28,23.586,138
207,242,19.9982,0.7,100.0,491.19,607.57,1485.85,1250.3,9.35,13.65,337.12,2324.08,8731.43,1.08,44.14,317.3,2388.21,8072.0,9.1175,0.02,365,2324,100.0,24.79,14.8088,137
207,243,42.0013,0.8418,100.0,445.0,549.13,1357.44,1129.96,3.91,5.71,139.81,2212.06,8337.47,1.03,42.05,131.69,2388.16,8094.0,9.2571,0.02,331,2212,100.0,10.74,6.4482,136
207,244,20.0046,0.7019,100.0,491.19,606.98,1486.1,1240.86,9.35,13.65,336.77,2324.08,8730.52,1.08,44.31,317.89,2388.19,8072.31,9.0966,0.02,365,2324,100.0,24.83,14.8783,135
207,245,20.0073,0.7004,100.0,491.19,606.95,1489.29,1244.21,9.35,13.65,337.21,2324.0,8734.38,1.08,44.21,317.69,2388.15,8070.64,9.1025,0.02,364,2324,100.0,24.68,14.8012,134
207,246,35.0046,0.841,100.0,449.44,555.64,1362.98,1123.57,5.48,8.0,196.92,2223.12,8361.84,1.03,41.91,183.73,2388.2,8077.88,9.2495,0.02,333,2223,100.0,15.13,9.0268,133
207,247,20.0,0.7001,100.0,491.19,607.17,1477.35,1251.69,9.35,13.65,337.5,2324.1,8729.09,1.08,44.41,317.23,2388.15,8072.39,9.1139,0.02,365,2324,100.0,24.79,14.7664,132
